identifier,name,size,url,collection,mediatype,title,description,subject
tobacco_ray27a00,tobacco_ray27a00.mp4,19289660,https://archive.org/download/tobacco_ray27a00/tobacco_ray27a00.mp4,medicalheritagelibrary,movies,"Teens & Smoking/Walker Merryman"" News Channel 5 at 10:00 KSDK-TV (NBC) St. Louis 10:00 PM",Report on Missouri state law making it illegal to sell cigarettes to people under 18 years old.,"tobacco, cigarette, youth access, minimum purchase age legislation, tobacco use"
tobacco_ceq91f00,VTS_01_1_512kb.mp4,52110940,https://archive.org/download/tobacco_ceq91f00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,"CBS Interview with Walker Merryman, Tobacco Institute #1","Interview with Walker Merryman by Bill Kurtis for a CBS Reports program, ""The Golden Leaf,"" covering a range of topics including lobbying activities and stronger warning labels(Uncut, Non-broadcast).","tobacco , cigarette , lobbying , warning label , political activity , tobacco industry , Congress , Surgeon General , advertising , tobacco related health concerns , sales , campaign contribution , Political Action Committee"
tobacco_lkw99d00,Bates_93134682-4684_chunk_1_512kb.mp4,63234588,https://archive.org/download/tobacco_lkw99d00/Bates_93134682-4684_chunk_1_512kb.mp4,newsandpublicaffairs,movies,"""Newark Tobacco Lawsuit"" New York Network and Local Coverage",News reports about the verdict in the Cipollone case and its effect on tobacco farming.,"tobacco , cigarette , product liability, individual lawsuit, advertising, warning label, lung cancer, industry strategy, legal activity, tobacco industry lawyer, tobacco farming, tobacco farmer"
tobacco_hey27a00,tobacco_hey27a00.mp4,55748960,https://archive.org/download/tobacco_hey27a00/tobacco_hey27a00.mp4,medicalheritagelibrary,movies,"Smoking/Walker Merryman WBZ Boton News  Tuesday,  5:30 pm",News segment about smoking trends in the US [rates of men and women smokers] as reported by the National Cancer Institute with comments on advertising by Dr. Andrews & Walker Merryman.,"tobacco, cigarette, smoker behavior, public health statistics, advertising, tobacco industry"
tobacco_kyw27a00,tobacco_kyw27a00.mp4,46978722,https://archive.org/download/tobacco_kyw27a00/tobacco_kyw27a00.mp4,medicalheritagelibrary,movies,"""Tobacco Institute 1. """"Prohibition Returns""""  2. """"Lessons Forgotten""""""",Two videos on the failure of prohibition and the potential return of it in the form of tobacco restrictions and bans.,"tobacco, cigarette, product restriction, anti-smoking advocacy, tobacco, alcoholic beverage"
tobacco_qsx27a00,tobacco_qsx27a00.mp4,17388943,https://archive.org/download/tobacco_qsx27a00/tobacco_qsx27a00.mp4,medicalheritagelibrary,movies,"The Tobacco Institute  University Nebraska Study/California Tax on Cigarettes  ABC World News Tonight WJLA-TV/ABC Washington, DC 6:30 PM",Report on California Department of Health's anti-smoking ad campaign.  Notes study regarding healing and nicotine.,"tobacco, cigarette, adverse effects, anti-smoking advocacy, cigarette tax"
tobacco_kwx27a00,tobacco_kwx27a00.mp4,20817573,https://archive.org/download/tobacco_kwx27a00/tobacco_kwx27a00.mp4,medicalheritagelibrary,movies,"Louis Sullivan/Smoke in the Workplace"" Cable News Twentyone Channel 21 Rockville  06:30 PM",Report on proposed Maryland bill to ban workplace smoking in the state.,"tobacco, cigarette, smoking restriction, secondhand smoke, legislation, workplace"
tobacco_pldp0232,pldp0232.mp4,43719125,https://archive.org/download/tobacco_pldp0232/pldp0232.mp4,newsandpublicaffairs,movies,LUCKY STRIKE HISTORICAL COMMERCIALS. RUNNING TIME 00:06:30.,N,
tobacco_uvx27a00,tobacco_uvx27a00.mp4,38030985,https://archive.org/download/tobacco_uvx27a00/tobacco_uvx27a00.mp4,newsandpublicaffairs,movies,"The Tobacco Institute CBS Evening News, WUSA TV/CBS, Washington DC, Report on Tax","News segment about an upcoming Budget Summit due to the increasing Federal deficit and national debt. Named Persons; Levin, Sander, Rep.","tobacco, cigarette,taxation, governmental spending"
tobacco_orx27a00,orx27a00.mp4,721310885,https://archive.org/download/tobacco_orx27a00/orx27a00.mp4,newsandpublicaffairs,movies,"""Smoking & Vending Machines/Tobacco Marketing"" Dick Cavett CNBC-TV/Cable Network 4:30PM","Discussion on the Dick Cavett Show about tobacco marketing, specifically towards children.","tobacco, cigarette, youth, advertising, youth access, industry sponsorship, anti-smoking advocacy"
tobacco_ysgl0223,tobacco_ysgl0223.mp4,276422078,https://archive.org/download/tobacco_ysgl0223/tobacco_ysgl0223.mp4,newsandpublicaffairs,movies,RANDY GREENE THURS,"HAND, HANDWRITTEN;NSM","tobacco, cigarette,<a href='https://www.archive.org/browse.php?field=subject&mediatype=movies&collection=tobaccoarchives'>Browse by keywords in UCSF tobacco industry videos</a>"
tobacco_vkn02b00,tobacco_vkn02b00.mp4,355020151,https://archive.org/download/tobacco_vkn02b00/tobacco_vkn02b00.mp4,newsandpublicaffairs,movies,IBM Retained Library 2/2,"Compilation of commercials in English and Arabic for several cigarette brands manufactured by BAT: Benson & Hedges, Embassy, Players Gold Leaf; JPS, and State Express.","tobacco, cigarette, advertising, marketing, television, international trade, export"
tobacco_hgq33c00,tobacco_hgq33c00.mp4,12387324,https://archive.org/download/tobacco_hgq33c00/tobacco_hgq33c00.mp4,newsandpublicaffairs,movies,"BOB TYSKOWSKI: EDITORIAL POWELL TATE LORILLARD ""RIGHT ON TARGET"" TRT :30 AVID ROUGH VERSION 1 VERSION 1 (WITH MUSIC); RIGHT ON TARGET,"" AVID ROUGH VERSION 1 VERSION 1 (WITH MUSIC)",Infomercials about the youth smoking prevention programs sponsored by Lorillard Tobacco Company.,"tobacco, cigarette,youth, youth access, smoking prevention, public relations, industry sponsored prevention program, television, familial relation"
tobacco_fbg12a00,tobacco_fbg12a00.mp4,192914562,https://archive.org/download/tobacco_fbg12a00/tobacco_fbg12a00.mp4,newsandpublicaffairs,movies,Compilation of Parliament commercials,"<span style=""color:rgb(51,51,51);font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:rgb(235,235,235);"">Compilation of Parliament cigarette commercials with the jingle ""Parliament gives you extra margin."" [Includes A-Z]</span>","cigarette, tobacco, filter, male, female, advertising, television, marketing"
tobacco_vxb77c00,VTS_01_1_512kb.mp4,49204447,https://archive.org/download/tobacco_vxb77c00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,"Business Says ""No"" to OSHA",Clips from a press conference and interviews with people opposed to workplace smoking restrictions proposed by the Occupational Safety and Health Administration.,"tobacco , cigarette , secondhand smoke , indoor air quality , regulation , workplace , restaurant , bar , public place , smoking restriction"
tobacco_zbx27a00,tobacco_zbx27a00.mp4,40299708,https://archive.org/download/tobacco_zbx27a00/tobacco_zbx27a00.mp4,medicalheritagelibrary,movies,Smoking/Airline Ban Local & Network TV Wash DC & Balt MD,News report regarding new rule banning smoking on airline flights of two hours or less.,"tobacco, cigarette, smoking restriction, airplane, public policy"
tobacco_aka84e00,10001648-0-2058500011_chunk_1_512kb.mp4,213507516,https://archive.org/download/tobacco_aka84e00/10001648-0-2058500011_chunk_1_512kb.mp4,newsandpublicaffairs,movies,"Marlboro, Reel #10",Compilation of commercials for Marlboro with the Marlboro Country theme.,"tobacco , cigarette , advertising, television, menthol cigarette"
tobacco_czv27a00,tobacco_czv27a00.mp4,655465936,https://archive.org/download/tobacco_czv27a00/tobacco_czv27a00.mp4,medicalheritagelibrary,movies,"""Tuesday Oct 8  8:00  Portland, OR C-0.5""",Focus Group on measure 44 which will make prescription drugs more affordable for more than 1 million Oregonians.,"tobacco, cigarette, excise tax, youth, adverse effects, tobacco manufacturer, public health policy"
tobacco_tno23e00,Bates_2058051062_512kb.mp4,125852136,https://archive.org/download/tobacco_tno23e00/Bates_2058051062_512kb.mp4,newsandpublicaffairs,movies,"PM In Motion, Premier Issue","First edition of PM in Motion, a quarterly video magazine for Philip Morris employees.  Issues covered include Philip Morris' sponsorship of music concerts and sport events, introduction of fat free food, help for victims of earthquake in Iran and secondhand smoke.","tobacco , cigarette , television, tobacco industry employee, promotions, marketing, event sponsorship, excise tax, international trade, business activity, corporate responsibility, secondhand smoke, female"
tobacco_yux99d00,VTS_01_1_512kb.mp4,64749013,https://archive.org/download/tobacco_yux99d00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,"Focus Group - Boston, 6 October 1981, Group 1, Tape 1 [Parts 1-5]","Focus group led by Shoi Dickinson with eight female smokers discussing cigarettes, extensions and Kent, Golden Lights and Kent III.

<a href=""http://www.archive.org/details/tobacco_yux99d00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_yux99d00b"" rel=""nofollow"">Click Here to View Part 2</a>

<a href=""http://www.archive.org/details/tobacco_yux99d00c"" rel=""nofollow"">Click Here to View Part 3</a>

<a href=""http://www.archive.org/details/tobacco_yux99d00d"" rel=""nofollow"">Click Here to View Part 4</a>

<a href=""http://www.archive.org/details/tobacco_yux99d00e"" rel=""nofollow"">Click Here to View Part 5</a>","tobacco , cigarette , marketing research , female , smoker behavior , smoker , cigarette brands"
tobacco_dcx27a00,tobacco_dcx27a00.mp4,154847208,https://archive.org/download/tobacco_dcx27a00/tobacco_dcx27a00.mp4,newsandpublicaffairs,movies,"""Dr. David Weeks/ Indoor Air Quality,"" Point of View KDFW-TV/Dallas",Discusses indoor air quality issues. Stresses poor ventilation as the problem not tobacco smoke.,"tobacco, cigarette, indoor air quality, ventilation, disease, secondhand smoke, workplace"
tobacco_tzm02b00,VTS_01_1_512kb.mp4,43284878,https://archive.org/download/tobacco_tzm02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,A Taste of Tobacco (Part I),"Film about the history of tobacco, leaf growing, processing, and manufacturing of cigarettes. Part 1","tobacco, cigarette, business activity, tobacco farmer, tobacco farming, tobacco leaf, international trade, tobacco processing, tobacco manufacturer, tobacco product, tobacco aging, sales"
tobacco_icz99d00,80705263-5267_512kb.mp4,6224509,https://archive.org/download/tobacco_icz99d00/80705263-5267_512kb.mp4,medicalheritagelibrary,movies,Newport commercial,Newport cigarette commercial.,"tobacco, cigarette, advertising , television , menthol cigarette , male"
tobacco_osn18j00,tobacco_osn18j00.mp4,24748333,https://archive.org/download/tobacco_osn18j00/tobacco_osn18j00.mp4,newsandpublicaffairs,movies,YSP TELEVISION ADS FOR HISPANIC MARKET,,"tobacco, cigarette"
tobacco_qcd77e00,tobacco_qcd77e00.mp4,117191157,https://archive.org/download/tobacco_qcd77e00/tobacco_qcd77e00.mp4,newsandpublicaffairs,movies,BERMUDA HUNDRED STEAM CYLINDER TIME CODE - 1 HR. - FRONT SIDE TAPE 1 SHOTS NUMBER 1 - NUMBER 12,Raw footage for the training video produced by Philip Morris about safety protocol at the Bermuda Hundred facility.,"tobacco, cigarette, chemicals, tobacco industry, production, tobacco industry employee, tobacco manufacturer"
tobacco_dmw27a00,dmw27a00.mp4,28578742,https://archive.org/download/tobacco_dmw27a00/dmw27a00.mp4,newsandpublicaffairs,movies,Horace Kornegay President The Tobacco Institute Editorial Response to WBTV,Kornegay responds to a television editorial on smoking and health by questioning the validity of scientific research showing that cigarette smoking is harmful and pointing to the tobacco industry's funding of research.,"tobacco, cigarette, industry response"
tobacco_gqy27a00,tobacco_gqy27a00.mp4,610630199,https://archive.org/download/tobacco_gqy27a00/tobacco_gqy27a00.mp4,medicalheritagelibrary,movies,[1992 Vice - Presidential Debate],"1992 Vice Presidential Debate between James Stockdale, Al Gore and Dan Quayle broadcast on Comedy Central.","tobacco, cigarette, political activity, government, mass media"
tobacco_ypy27a00,tobacco_ypy27a00.mp4,27099967,https://archive.org/download/tobacco_ypy27a00/tobacco_ypy27a00.mp4,medicalheritagelibrary,movies,My Counter . . .     Parents    Small Business Owner    FDA-understaffed    What is it the Old Bill Clinton,Ads in opposition to FDA regulation of cigarettes. Proposes existing state laws be used to keep kids from smoking. We Card program promoted.,"tobacco, cigarette, youth access, minimum purchase age legislation, state legislation"
tobacco_zlw27a00,tobacco_zlw27a00.mp4,87536573,https://archive.org/download/tobacco_zlw27a00/tobacco_zlw27a00.mp4,medicalheritagelibrary,movies,Devillier Communications  ETS Offline 5th Gen.  7/18-19/93,Critique of the EPA's risk assessment on ETS which named it as a Group A Carcinogen. Discusses the legal questions raised by the assessment. See also ti53780006,"tobacco, cigarette, government agency, industry response, secondhand smoke, public place, accommodation"
tobacco_cty27a00,tobacco_cty27a00.mp4,25334077,https://archive.org/download/tobacco_cty27a00/tobacco_cty27a00.mp4,medicalheritagelibrary,movies,Minnesota Department of Health  Anti-Smoking Ads - Target Women & Children,Anti-smoking ads from the Minnesota Department of Public Health.,"tobacco, cigarette, anti-smoking advocacy, target market, female"
tobacco_oew27a00,tobacco_oew27a00.mp4,37323311,https://archive.org/download/tobacco_oew27a00/tobacco_oew27a00.mp4,newsandpublicaffairs,movies,Soldiers smoking,Footage of soldiers doing various tasks while smoking.,"tobacco, cigarette, social behavior"
tobacco_lyy27a00,tobacco_lyy27a00.mp4,178118500,https://archive.org/download/tobacco_lyy27a00/tobacco_lyy27a00.mp4,medicalheritagelibrary,movies,Susan Stuntz,Practice video for presentation on environmental tobacco smoke and the industry's communication and lobbying support program.,"tobacco, cigarette, secondhand smoke, workplace, indoor air quality"
tobacco_uaw27a00,tobacco_uaw27a00.mp4,600794535,https://archive.org/download/tobacco_uaw27a00/tobacco_uaw27a00.mp4,newsandpublicaffairs,movies,"Voter Consumer Research - Voter Issues FG 6:00pm 5286 NICHOLS RESEARCH, INC, CONCORD",California Prop 10 focus group.,"tobacco, cigarette,excise tax, adverse effects, advertising effectiveness, tobacco manufacturer, youth"
tobacco_rxy27a00,tobacco_rxy27a00.mp4,151259866,https://archive.org/download/tobacco_rxy27a00/tobacco_rxy27a00.mp4,medicalheritagelibrary,movies,Mary Sue Faulker [Faulkner],Video of Mary Sue Faulkner discussing gun control and legislation from the NRA's standpoint.,"tobacco, cigarette, legislation, advocacy"
tobacco_sep23e00,tobacco_sep23e00.mp4,157391032,https://archive.org/download/tobacco_sep23e00/tobacco_sep23e00.mp4,newsandpublicaffairs,movies,RICHMOND TELEVISION 000808.000809 PHILIP MORRIS NEW LABEL STATIONS: WRIC-ABC WTVR-CBS WWBT-NBC WRLH-FOX,Compilation of reports about Action Against Access program initiated by Philip Morris and  companys decision to add a notice prohibiting under-age sales to cigarette packs.,"tobacco, cigarette,youth, children, youth access, advertising, marketing, regulation, smoking prevention, industry sponsored prevention program, warning label"
tobacco_qdw27a00,tobacco_qdw27a00.mp4,760258522,https://archive.org/download/tobacco_qdw27a00/tobacco_qdw27a00.mp4,newsandpublicaffairs,movies,Training for Improved Firefighter Performance,National Teleconference for Training for Improved Fire Firefighter Performance,"tobacco, cigarette,public awareness, organization"
tobacco_ajq03d00,tobacco_ajq03d00.mp4,50079293,https://archive.org/download/tobacco_ajq03d00/tobacco_ajq03d00.mp4,newsandpublicaffairs,movies,PR 184 JAYS PROGRAM VERS. 3,,"tobacco, cigarette"
tobacco_oix62a00,tobacco_oix62a00.mp4,5712259,https://archive.org/download/tobacco_oix62a00/tobacco_oix62a00.mp4,newsandpublicaffairs,movies,"THE LORILLARD TOBACCO COMPANY ""PIERCING PARLOR"" :30",Commercials for youth smoking prevention campaign sponsored by Lorillard.,"tobacco, cigarette, youth, youth access, smoking prevention, public relations, industry sponsored prevention program, television"
tobacco_asm02b00,VTS_01_1_512kb.mp4,132161949,https://archive.org/download/tobacco_asm02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,"""Suckers?""",Film hosted by David Bellamy profiles health risks related to smoking and includes interviews with several cancer patients and their doctors.,"tobacco, cigarette, smoker, television, smoking cessation, smoker behavior, tobacco use, nicotine, addiction, tobacco related health concerns, cancer, lung cancer, children, youth, regulation, government, excise tax, anti-smoking advocacy"
tobacco_asm02b00,VTS_01_2_512kb.mp4,37449999,https://archive.org/download/tobacco_asm02b00/VTS_01_2_512kb.mp4,medicalheritagelibrary,movies,"""Suckers?""",Film hosted by David Bellamy profiles health risks related to smoking and includes interviews with several cancer patients and their doctors.,"tobacco, cigarette, smoker, television, smoking cessation, smoker behavior, tobacco use, nicotine, addiction, tobacco related health concerns, cancer, lung cancer, children, youth, regulation, government, excise tax, anti-smoking advocacy"
tobacco_qghj0223,tobacco_qghj0223.mp4,170785039,https://archive.org/download/tobacco_qghj0223/tobacco_qghj0223.mp4,newsandpublicaffairs,movies,"NATIONAL 4-H COUNCIL, NATIONAL YOUTH SMOKING PREVENTION PROGRAM. LEADERS BY DICK SAUER AND CAROLYN LEVY REVIEW COPY 990426 TRT: 24:00.",,"tobacco, cigarette,<a href='https://www.archive.org/browse.php?field=subject&mediatype=movies&collection=tobaccoarchives'>Browse by keywords in UCSF tobacco industry videos</a>"
tobacco_vqf67c00,VTS_01_1_512kb.mp4,21233738,https://archive.org/download/tobacco_vqf67c00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,Canadian Ad Ban Overturned - Video Primer,Video news release on the Canadian Supreme Court's decision to overturn a ban on cigarette advertising.,"tobacco , cigarette , advertising , court decision , television , media advocacy , public relations"
tobacco_lycp0017,2051480525.mp4,80645306,https://archive.org/download/tobacco_lycp0017/2051480525.mp4,newsandpublicaffairs,movies,OPERATION STURRWATCH,Poor quality original.,"tobacco, cigarette"
tobacco_gtb77c00,tobacco_gtb77c00.mp4,28082623,https://archive.org/download/tobacco_gtb77c00/tobacco_gtb77c00.mp4,newsandpublicaffairs,movies,"GRAMERCY BROADCAST CTR. [""Goodbye to Kenna""]",Video prepared by Chuck Wall and Steven Parrish for an employee of Shook Hardy & Bacon law firm who was leaving the company.,"tobacco, cigarette,tobacco industry employee, lawyer"
tobacco_knx27a00,VTS_01_1_512kb.mp4,49992334,https://archive.org/download/tobacco_knx27a00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,Walker Merryman/Tobacco Institute: The People,Report on cigarette and alcohol advertising in poor minority communities.,"tobacco, cigarette, African-American, advertising, billboard, marketing, target market"
tobacco_qjx27a00,tobacco_qjx27a00.mp4,130782018,https://archive.org/download/tobacco_qjx27a00/tobacco_qjx27a00.mp4,newsandpublicaffairs,movies,"The Tobacco Institute MacNeil/Lehrer NewsHour, WETA TV/PBS, Washington, DC 7:00 PM TIFL #076",Discussion regarding proposed legislation to extend the airline smoking ban to all airline flights regardless of length. Mentions Nicorette gum.,"tobacco, cigarette,smoking restriction, airplane, proposed legislation, secondhand smoke, adverse effects"
tobacco_okx27a00,tobacco_okx27a00.mp4,154871631,https://archive.org/download/tobacco_okx27a00/tobacco_okx27a00.mp4,newsandpublicaffairs,movies,"The Tobacco Institute. ""Good Morning America,"" WJLA TV(7), ABC Network, Wash, DC,  7AM Series on Smoking",TV Spot on the adverse effects of smoking.,"tobacco, cigarette"
tobacco_yub77c00,tobacco_yub77c00.mp4,579469467,https://archive.org/download/tobacco_yub77c00/tobacco_yub77c00.mp4,newsandpublicaffairs,movies,WAXMAN SUBCOMMITTEE ON HEALTH & ENVIRONMENT  COMPILATION REEL (T NUMBER 4 - 7),"Hearing conducted by the House Committee on Health and the Environment on the Food and Drug Administration's proposal to classify nicotine as a drug and regulate its use in cigarettes. See also TI57540018, TI57540015, and TI57540013.","tobacco, cigarette,Congress , hearing , addiction , nicotine , tobacco related health concerns , advertising , youth , cigarette additive , female , African American , biologically active substance , tobacco industry"
tobacco_uox27a00,tobacco_uox27a00.mp4,22165893,https://archive.org/download/tobacco_uox27a00/tobacco_uox27a00.mp4,medicalheritagelibrary,movies,"David Week/Indoor Air Qualtiy"" Today in St. Louis Eary Edition KSDK-TV/St.Louis  6:10am",Discussion with Dr. Weeks on sick building syndrome.,"tobacco, cigarette, adverse effects, workplace, disease, tobacco smoke, ventilation"
tobacco_hhn02b00,VTS_01_1_512kb.mp4,114704856,https://archive.org/download/tobacco_hhn02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,Sheffield Interviews (VII),"This study was conducted in Singapore and United Kingdom in order to find out how differences in the predominant reading style of Eastern and Western cultures may influence visual scanning behavior. Subjects were presented with a visual search task. This involved showing a series of slides where the target brand was embedded in the Point of Sale display. For each slide the subject was told what the target pack was and required to find it. Once they had found the pack they were immediately presented with the next slide. Only video, no audio.","tobacco, cigarette, laboratory research, research activity, tobacco industry scientist, advertising, marketing, eyes"
tobacco_qqx27a00,tobacco_qqx27a00.mp4,36709999,https://archive.org/download/tobacco_qqx27a00/tobacco_qqx27a00.mp4,medicalheritagelibrary,movies,"CBS This Morning, WUSA TV/CBS, Wash. DC, 7:18 AM: Marketing Campaign for Uptown Cigarettes",Discussion about the controversial brand Uptown marketed specifically towards the African American population.,"tobacco, cigarette, African American, target market, marketing strategy"
tobacco_yyq62a00,tobacco_yyq62a00.mp4,25700538,https://archive.org/download/tobacco_yyq62a00/tobacco_yyq62a00.mp4,newsandpublicaffairs,movies,YOUTH SMOKING PREVENTION 1. TEN O'CLOCK 2. MOM TALKS 3. FIRST DATE 4. MY REASONS 5. FOLLOW THE LEADER 6. BROTHERS,Compilation of commercials in English and Spanish for youth smoking prevention campaign sponsored by Philip Morris.,"tobacco, cigarette,youth, youth access, smoking prevention, public relations, industry sponsored prevention program, television, familial relation, Hispanic American"
tobacco_kux27a00,tobacco_kux27a00.mp4,351788103,https://archive.org/download/tobacco_kux27a00/tobacco_kux27a00.mp4,newsandpublicaffairs,movies,Interview with Gray Robertson Perspective -- Sunday AM 30 min public affairs show KCRL-TV/Reno,Interview with Gray Robertson discussing indoor air pollution and its symptom and causes. Argues that tobacco smoke is a sympton of poor ventilation and not the cause of poor air quality. Recommends that all indoor air pollutants be addressed.,"tobacco, cigarette,disease, indoor air quality, ventilation, secondhand smoke"
tobacco_utx27a00,utx27a00.mp4,161935835,https://archive.org/download/tobacco_utx27a00/utx27a00.mp4,newsandpublicaffairs,movies,"The Tobacco Institute Good Morning America, WJLA TV/ABC , Wash DC 7:15 AM: Secretary Sullivan & Gerard Smith/Sports & Advertising 7:45 AM: Lithgow & Woods/Passive Smoking","Interview with Louis Sullivan and Gerard Smith regarding sporting event sponsorship by the tobacco companies. Interview with John Lithgow about upcoming TV movie on secondhand smoke, "" The Boys"".","tobacco, cigarette, secondhand smoke, youth, marketing, advertising"
tobacco_opx27a00,tobacco_opx27a00.mp4,37635563,https://archive.org/download/tobacco_opx27a00/tobacco_opx27a00.mp4,medicalheritagelibrary,movies,"CBS This Morning, WUSA TV/CBS, Washington DC, 7:00 AM:  Sen. Luken & Guy Smith of Philip Morris CBS-TV CBS This Morning GAS/Pro Bill of Rights",Great American Smokeout; Philip Morris Ad Controversy.,"tobacco, cigarette, advertising ban, tobacco industry, mass media, advocacy"
tobacco_hbx99d00,VTS_01_1_512kb.mp4,382347890,https://archive.org/download/tobacco_hbx99d00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,Grant v. Tobacco Industry [Parts 1-4],"Deposition in the case of Lawrence and Susan Grant v. Dr. David Litowsky et. al.  Grant smoked three packs of cigarettes a day for 30 years and contracted lung cancer. Grant had tried to quit smoking numerous times but was unable to overcome his addiction.

<a href=""http://www.archive.org/details/tobacco_hbx99d00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_hbx99d00b"" rel=""nofollow"">Click Here to View Part 2</a>

<a href=""http://www.archive.org/details/tobacco_hbx99d00c"" rel=""nofollow"">Click Here to View Part 3</a>

<a href=""http://www.archive.org/details/tobacco_hbx99d00d"" rel=""nofollow"">Click Here to View Part 4</a>","tobacco , cigarette , lawsuit , individual lawsuit , lung cancer , smoker behavior , cigarette brands , smoking cessation , filter , smoking cessation method , alcoholic beverage , disease , addiction , warning label , Surgeon General"
tobacco_vin02b00,VTS_01_1_512kb.mp4,195721428,https://archive.org/download/tobacco_vin02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,Interview: Mrs. Aram (Sheffield),Mrs. Aram from Sheffield evaluates cigarettes during the interview.,"tobacco, cigarette, smoke, smoker, cigarette design, smoker behavior, research activity, nicotine, female, cigarette analysis"
tobacco_vin02b00,VTS_01_2_512kb.mp4,1256858942,https://archive.org/download/tobacco_vin02b00/VTS_01_2_512kb.mp4,medicalheritagelibrary,movies,Interview: Mrs. Aram (Sheffield),Mrs. Aram from Sheffield evaluates cigarettes during the interview.,"tobacco, cigarette, smoke, smoker, cigarette design, smoker behavior, research activity, nicotine, female, cigarette analysis"
tobacco_vin02b00,VTS_01_3_512kb.mp4,1256412021,https://archive.org/download/tobacco_vin02b00/VTS_01_3_512kb.mp4,medicalheritagelibrary,movies,Interview: Mrs. Aram (Sheffield),Mrs. Aram from Sheffield evaluates cigarettes during the interview.,"tobacco, cigarette, smoke, smoker, cigarette design, smoker behavior, research activity, nicotine, female, cigarette analysis"
tobacco_vin02b00,VTS_01_4_512kb.mp4,576165395,https://archive.org/download/tobacco_vin02b00/VTS_01_4_512kb.mp4,medicalheritagelibrary,movies,Interview: Mrs. Aram (Sheffield),Mrs. Aram from Sheffield evaluates cigarettes during the interview.,"tobacco, cigarette, smoke, smoker, cigarette design, smoker behavior, research activity, nicotine, female, cigarette analysis"
tobacco_uxu17j00,tobacco_uxu17j00.mp4,1498583,https://archive.org/download/tobacco_uxu17j00/tobacco_uxu17j00.mp4,newsandpublicaffairs,movies,Video excerpt from Mission Impossible,,"tobacco, cigarette"
tobacco_zpd63a00,Bates_514660358_512kb.mp4,33927298,https://archive.org/download/tobacco_zpd63a00/Bates_514660358_512kb.mp4,newsandpublicaffairs,movies,Las Vegas Personal Interviews,Testimonials about Eclipse cigarette.,"tobacco , cigarette , secondhand smoke , nicotine , marketing , safer cigarette , cigarette brands , cigarette design , social behavior , fire safe cigarette, smoker behavior"
tobacco_nbr91f00,tobacco_nbr91f00.mp4,25360835,https://archive.org/download/tobacco_nbr91f00/tobacco_nbr91f00.mp4,newsandpublicaffairs,movies,"Ten O'Clock News - Local News [WTTG-TV, Wash. DC]",Report about the legislation proposed by DC City Council banning smoking in public places.,"tobacco, cigarette,advertising, smoking restriction, regulation, legislation, tobacco related health concerns, secondhand smoke, workplace, smoking section, African American, public place, industry response"
tobacco_lxvv0231,lxvv0231.ia.mp4,71439438,https://archive.org/download/tobacco_lxvv0231/lxvv0231.ia.mp4,newsandpublicaffairs,movies,TEDx Brussels: Smoking Deconstructed - by James Monsees,,"tobacco, cigarette, e-cigarette, vaping, innovation"
tobacco_lxvv0231,lxvv0231.mp4,71439438,https://archive.org/download/tobacco_lxvv0231/lxvv0231.mp4,newsandpublicaffairs,movies,TEDx Brussels: Smoking Deconstructed - by James Monsees,,"tobacco, cigarette, e-cigarette, vaping, innovation"
tobacco_dqd63a00,Bates_514660353_chunk_1_512kb.mp4,38068661,https://archive.org/download/tobacco_dqd63a00/Bates_514660353_chunk_1_512kb.mp4,newsandpublicaffairs,movies,"C Project Kitchen Show 3, Testimonials for Discovery Groups (Revised)",Two Reynolds employees introduce Eclipse and explain how it works. Another segment shows smokers who've tried Eclipse for a week.,"tobacco , cigarette , secondhand smoke , tar , nicotine , marketing , safer cigarette , cigarette design , social behavior , fire safe cigarette"
tobacco_vfy27a00,tobacco_vfy27a00.mp4,483129740,https://archive.org/download/tobacco_vfy27a00/tobacco_vfy27a00.mp4,newsandpublicaffairs,movies,The Arctic National Wildlife Refuge  A Quest for Answers  An American Crossroads,Video about the North Slope oil pipelines and development and the pros and cons of such development on the environment.,"tobacco, cigarette,economic development, commerce"
tobacco_uzw27a00,tobacco_uzw27a00.mp4,125565653,https://archive.org/download/tobacco_uzw27a00/tobacco_uzw27a00.mp4,newsandpublicaffairs,movies,Tobacco Hearing-Tape #2,Hearing on proposed fire safety legislation,"tobacco, cigarette,cigarette, legislation, tobacco industry, safer cigarette, cigarette additive"
tobacco_qty99d00,tobacco_qty99d00.mp4,10870474,https://archive.org/download/tobacco_qty99d00/tobacco_qty99d00.mp4,newsandpublicaffairs,movies,OLD GOLD 'HERD',Old Gold Filters cigarette commercial.,"tobacco, cigarette,television , advertising , filter , male"
